date;song;artist;idk;link
January 9, 2024 at 12:35PM;Francesca;Hozier;6QnfsyzifAJJrNHYTO6j9J;https://open.spotify.com/track/6QnfsyzifAJJrNHYTO6j9J
January 9, 2024 at 12:39PM;Soundtrack 2 My Life;Kid Cudi;0rFpcfF0YfvFUYsl99Bw9d;https://open.spotify.com/track/0rFpcfF0YfvFUYsl99Bw9d
January 9, 2024 at 12:43PM;Pink Sunglasses;Miranda Lambert;5esKU7uK87lOKUJRd6Pzzf;https://open.spotify.com/track/5esKU7uK87lOKUJRd6Pzzf
January 9, 2024 at 12:46PM;My Own Worst Enemy;Lit;33iv3wnGMrrDugd7GBso1z;https://open.spotify.com/track/33iv3wnGMrrDugd7GBso1z
January 9, 2024 at 02:34PM;Herz über Kopf;JORIS;2krwNGlAHQuClcMw0WMUiz;https://open.spotify.com/track/2krwNGlAHQuClcMw0WMUiz
January 9, 2024 at 03:19PM;S.L.U.T.;Bea Miller;6h3lMAmmpQDFqoHk9F99IR;https://open.spotify.com/track/6h3lMAmmpQDFqoHk9F99IR
January 9, 2024 at 04:36PM;MakeDamnSure;Taking Back Sunday;6fTgbkBiMITtHUmik95ClX;https://open.spotify.com/track/6fTgbkBiMITtHUmik95ClX
January 9, 2024 at 04:40PM;Calling Card;ella jane;354WgOJnFIibRLOVwZZaxK;https://open.spotify.com/track/354WgOJnFIibRLOVwZZaxK
January 9, 2024 at 04:43PM;bad idea right?;Olivia Rodrigo;3IX0yuEVvDbnqUwMBB3ouC;https://open.spotify.com/track/3IX0yuEVvDbnqUwMBB3ouC
January 9, 2024 at 04:45PM;Dang! (feat. Anderson .Paak);Mac Miller;5iUQMwxUPdJBFeGkePtM66;https://open.spotify.com/track/5iUQMwxUPdJBFeGkePtM66
January 10, 2024 at 12:50PM;Dang! (feat. Anderson .Paak);Mac Miller;5iUQMwxUPdJBFeGkePtM66;https://open.spotify.com/track/5iUQMwxUPdJBFeGkePtM66
January 10, 2024 at 12:53PM;Misery Business;Paramore;6SpLc7EXZIPpy0sVko0aoU;https://open.spotify.com/track/6SpLc7EXZIPpy0sVko0aoU
January 10, 2024 at 12:55PM;brutal;Olivia Rodrigo;6SRsiMl7w1USE4mFqrOhHC;https://open.spotify.com/track/6SRsiMl7w1USE4mFqrOhHC
January 10, 2024 at 12:59PM;Till Forever Falls Apart;Ashe;4x5YzxjrF9wvIIXJV7TveC;https://open.spotify.com/track/4x5YzxjrF9wvIIXJV7TveC
January 10, 2024 at 01:03PM;Knock Knock;Mac Miller;46wojTgyEs6lbgaWB6yIuz;https://open.spotify.com/track/46wojTgyEs6lbgaWB6yIuz
January 10, 2024 at 01:36PM;Seven Nation Army;The White Stripes;3dPQuX8Gs42Y7b454ybpMR;https://open.spotify.com/track/3dPQuX8Gs42Y7b454ybpMR
January 10, 2024 at 01:40PM;Traveling Alone;Jason Isbell;65oAtBPpdlrKtVCIioBsiT;https://open.spotify.com/track/65oAtBPpdlrKtVCIioBsiT
January 10, 2024 at 01:43PM;Rush;Troye Sivan;4ZnkygoWLzcGbQYCm3lkae;https://open.spotify.com/track/4ZnkygoWLzcGbQYCm3lkae
January 10, 2024 at 01:46PM;The Middle;Jimmy Eat World;6GG73Jik4jUlQCkKg9JuGO;https://open.spotify.com/track/6GG73Jik4jUlQCkKg9JuGO
January 10, 2024 at 01:50PM;Someone New;Hozier;2DNXgvkyv35vTWvdgjs7qn;https://open.spotify.com/track/2DNXgvkyv35vTWvdgjs7qn
January 10, 2024 at 01:53PM;Oxford Comma;Vampire Weekend;0ful4PHfTIxzXiZSZsXQ0H;https://open.spotify.com/track/0ful4PHfTIxzXiZSZsXQ0H
January 10, 2024 at 01:55PM;Take a hint;gwirlyy;3KJs5YPvmTwX8W79LFXdzP;https://open.spotify.com/track/3KJs5YPvmTwX8W79LFXdzP
January 10, 2024 at 01:59PM;Calm Down (with Selena Gomez);Rema;1s7oOCT8vauUh01PbJD6ps;https://open.spotify.com/track/1s7oOCT8vauUh01PbJD6ps
January 10, 2024 at 02:02PM;Colorado;Reneé Rapp;1nnyYFtJHwVbph84SctOtC;https://open.spotify.com/track/1nnyYFtJHwVbph84SctOtC
January 10, 2024 at 02:06PM;Drew Barrymore;SZA;06u5LrUpbosQlQ1QJFhPpG;https://open.spotify.com/track/06u5LrUpbosQlQ1QJFhPpG
January 10, 2024 at 02:10PM;Jamie All Over;Mayday Parade;05qCCJQJiOwvPQBb7akf1R;https://open.spotify.com/track/05qCCJQJiOwvPQBb7akf1R
January 10, 2024 at 02:35PM;Oh My God;Adele;3Kkjo3cT83cw09VJyrLNwX;https://open.spotify.com/track/3Kkjo3cT83cw09VJyrLNwX
January 10, 2024 at 02:39PM;Favorite Liar;The Wrecks;1scwknKtBQpreYy6MSoJqJ;https://open.spotify.com/track/1scwknKtBQpreYy6MSoJqJ
January 10, 2024 at 02:43PM;Take Me or Leave Me;Idina Menzel;0E1NL6gkv5aQKGNjJfBE3A;https://open.spotify.com/track/0E1NL6gkv5aQKGNjJfBE3A
January 10, 2024 at 02:46PM;Just A Girl;No Doubt;5lWRaa0fBxDE5yU91npPq7;https://open.spotify.com/track/5lWRaa0fBxDE5yU91npPq7
January 10, 2024 at 02:50PM;Creep (Glee Cast Version);Glee Cast;7t0u2dbZoby5Y6yWXY2zYG;https://open.spotify.com/track/7t0u2dbZoby5Y6yWXY2zYG
January 10, 2024 at 02:53PM;My Own Worst Enemy;Lit;33iv3wnGMrrDugd7GBso1z;https://open.spotify.com/track/33iv3wnGMrrDugd7GBso1z
January 10, 2024 at 02:56PM;Groundhog Day;Em Beihold;0QLb1y64s617SAnnDoUZLN;https://open.spotify.com/track/0QLb1y64s617SAnnDoUZLN
January 10, 2024 at 02:59PM;S.L.U.T.;Bea Miller;6h3lMAmmpQDFqoHk9F99IR;https://open.spotify.com/track/6h3lMAmmpQDFqoHk9F99IR
January 10, 2024 at 03:03PM;Jar of Hearts;Christina Perri;0HZhYMZOcUzZKSFwPOti6m;https://open.spotify.com/track/0HZhYMZOcUzZKSFwPOti6m
January 10, 2024 at 03:07PM;Soundtrack 2 My Life;Kid Cudi;0rFpcfF0YfvFUYsl99Bw9d;https://open.spotify.com/track/0rFpcfF0YfvFUYsl99Bw9d
January 10, 2024 at 03:10PM;vampire;Olivia Rodrigo;1kuGVB7EU95pJObxwvfwKS;https://open.spotify.com/track/1kuGVB7EU95pJObxwvfwKS
January 10, 2024 at 03:15PM;Dog Days Are Over;Florence + The Machine;1YLJVmuzeM2YSUkCCaTNUB;https://open.spotify.com/track/1YLJVmuzeM2YSUkCCaTNUB
January 10, 2024 at 03:18PM;Before He Cheats;Carrie Underwood;0ZUo4YjG4saFnEJhdWp9Bt;https://open.spotify.com/track/0ZUo4YjG4saFnEJhdWp9Bt
January 10, 2024 at 03:24PM;Tear in My Heart;Twenty One Pilots;3bnVBN67NBEzedqQuWrpP4;https://open.spotify.com/track/3bnVBN67NBEzedqQuWrpP4
January 10, 2024 at 03:54PM;i;Kendrick Lamar;7wdzLe2Gsx1RGqbvYZHASz;https://open.spotify.com/track/7wdzLe2Gsx1RGqbvYZHASz
January 10, 2024 at 04:01PM;Stick Season;Noah Kahan;0mflMxspEfB0VbI1kyLiAv;https://open.spotify.com/track/0mflMxspEfB0VbI1kyLiAv
January 10, 2024 at 04:05PM;Vice;Miranda Lambert;4Qtw0HNKSbIRT5sWUnbRXc;https://open.spotify.com/track/4Qtw0HNKSbIRT5sWUnbRXc
January 10, 2024 at 04:08PM;Numb Little Bug;Em Beihold;1KQc37jezhunxnOPhvdwSG;https://open.spotify.com/track/1KQc37jezhunxnOPhvdwSG
January 10, 2024 at 04:10PM;Pretty Girls;Reneé Rapp;1dh5DUke1yHJzIF3Sa7nXC;https://open.spotify.com/track/1dh5DUke1yHJzIF3Sa7nXC
January 11, 2024 at 10:27AM;If It Makes You Happy;Sheryl Crow;5XrfFo0JFOnWD9ZMNXGkQh;https://open.spotify.com/track/5XrfFo0JFOnWD9ZMNXGkQh
January 11, 2024 at 10:31AM;Skinny Love;Bon Iver;3B3eOgLJSqPEA0RfboIQVM;https://open.spotify.com/track/3B3eOgLJSqPEA0RfboIQVM
January 11, 2024 at 10:36AM;Francesca;Hozier;6QnfsyzifAJJrNHYTO6j9J;https://open.spotify.com/track/6QnfsyzifAJJrNHYTO6j9J
January 11, 2024 at 10:38AM;Give It Up (feat. Elizabeth Gillies & Ariana Grande);Victorious Cast;7wtyoTQXrHkHj1iOyUJ33B;https://open.spotify.com/track/7wtyoTQXrHkHj1iOyUJ33B
January 11, 2024 at 10:43AM;Green Light;Lorde;6ie2Bw3xLj2JcGowOlcMhb;https://open.spotify.com/track/6ie2Bw3xLj2JcGowOlcMhb
January 11, 2024 at 10:45AM;love is embarrassing;Olivia Rodrigo;26QLJMK8G0M06sk7h7Fkse;https://open.spotify.com/track/26QLJMK8G0M06sk7h7Fkse
January 11, 2024 at 10:49AM;The Wedding Song;Reneé Rapp;3UNTCTqSGhVaaMQvBty1q6;https://open.spotify.com/track/3UNTCTqSGhVaaMQvBty1q6
January 11, 2024 at 10:53AM;30/90;Andrew Garfield;55MIRLbZzpYSmMlRt9ZDWM;https://open.spotify.com/track/55MIRLbZzpYSmMlRt9ZDWM
January 11, 2024 at 11:47AM;Yoü And I;Lady Gaga;6rkAY9rk1NTFB94QxG3LJR;https://open.spotify.com/track/6rkAY9rk1NTFB94QxG3LJR
January 11, 2024 at 11:51AM;Lovebug;Jonas Brothers;3F8xLc6T4VvKH7I6wqVAN2;https://open.spotify.com/track/3F8xLc6T4VvKH7I6wqVAN2
January 11, 2024 at 11:54AM;Still into You;Paramore;1yjY7rpaAQvKwpdUliHx0d;https://open.spotify.com/track/1yjY7rpaAQvKwpdUliHx0d
January 11, 2024 at 11:57AM;Bongo Bong;Manu Chao;00SmB7n85SKROGjybsyq5i;https://open.spotify.com/track/00SmB7n85SKROGjybsyq5i
January 11, 2024 at 12:01PM;The One That Got Away;Katy Perry;6hkOqJ5mE093AQf2lbZnsG;https://open.spotify.com/track/6hkOqJ5mE093AQf2lbZnsG
January 11, 2024 at 12:30PM;If It Makes You Happy;Sheryl Crow;5XrfFo0JFOnWD9ZMNXGkQh;https://open.spotify.com/track/5XrfFo0JFOnWD9ZMNXGkQh
January 11, 2024 at 01:07PM;You're Gonna Go Far, Kid;The Offspring;6TfBA04WJ3X1d1wXhaCFVT;https://open.spotify.com/track/6TfBA04WJ3X1d1wXhaCFVT
January 11, 2024 at 01:10PM;Oh My God;Adele;3Kkjo3cT83cw09VJyrLNwX;https://open.spotify.com/track/3Kkjo3cT83cw09VJyrLNwX
January 11, 2024 at 01:14PM;vampire;Olivia Rodrigo;1kuGVB7EU95pJObxwvfwKS;https://open.spotify.com/track/1kuGVB7EU95pJObxwvfwKS
January 11, 2024 at 01:17PM;all-american bitch;Olivia Rodrigo;34sOdxWu9FljH84UXdRwu1;https://open.spotify.com/track/34sOdxWu9FljH84UXdRwu1
January 11, 2024 at 01:20PM;Dial Drunk;Noah Kahan;0caJ2wkqp4UmXBwdR2JvB5;https://open.spotify.com/track/0caJ2wkqp4UmXBwdR2JvB5
January 11, 2024 at 01:23PM;Bongo Bong;Manu Chao;00SmB7n85SKROGjybsyq5i;https://open.spotify.com/track/00SmB7n85SKROGjybsyq5i
January 11, 2024 at 01:27PM;Murder On The Dancefloor;Sophie Ellis-Bextor;4tKGFmENO69tZR9ahgZu48;https://open.spotify.com/track/4tKGFmENO69tZR9ahgZu48
January 11, 2024 at 01:30PM;Dance Wiv Me - Radio Edit;Dizzee Rascal;6pTg4H8juKV9iSzrcVUbM3;https://open.spotify.com/track/6pTg4H8juKV9iSzrcVUbM3
January 11, 2024 at 01:35PM;Dreams - 2004 Remaster;Fleetwood Mac;0ofHAoxe9vBkTCp2UQIavz;https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
January 11, 2024 at 01:38PM;Valerie (feat. Amy Winehouse) - Version Revisited;Mark Ronson;6kopmMZiyLmw7h66uXcXR7;https://open.spotify.com/track/6kopmMZiyLmw7h66uXcXR7
January 11, 2024 at 01:41PM;I Love It (feat. Charli XCX);Icona Pop;6HZ9VeI5IRFCNQLXhpF4bq;https://open.spotify.com/track/6HZ9VeI5IRFCNQLXhpF4bq
January 11, 2024 at 01:45PM;Just A Girl;No Doubt;5lWRaa0fBxDE5yU91npPq7;https://open.spotify.com/track/5lWRaa0fBxDE5yU91npPq7
January 11, 2024 at 02:47PM;Before He Cheats;Carrie Underwood;0ZUo4YjG4saFnEJhdWp9Bt;https://open.spotify.com/track/0ZUo4YjG4saFnEJhdWp9Bt
January 11, 2024 at 02:51PM;The One That Got Away;Katy Perry;6hkOqJ5mE093AQf2lbZnsG;https://open.spotify.com/track/6hkOqJ5mE093AQf2lbZnsG
January 11, 2024 at 02:55PM;Soundtrack 2 My Life;Kid Cudi;0rFpcfF0YfvFUYsl99Bw9d;https://open.spotify.com/track/0rFpcfF0YfvFUYsl99Bw9d
January 11, 2024 at 02:58PM;Oxford Comma;Vampire Weekend;0ful4PHfTIxzXiZSZsXQ0H;https://open.spotify.com/track/0ful4PHfTIxzXiZSZsXQ0H
January 11, 2024 at 03:01PM;Groundhog Day;Em Beihold;0QLb1y64s617SAnnDoUZLN;https://open.spotify.com/track/0QLb1y64s617SAnnDoUZLN
January 11, 2024 at 03:03PM;brutal;Olivia Rodrigo;6SRsiMl7w1USE4mFqrOhHC;https://open.spotify.com/track/6SRsiMl7w1USE4mFqrOhHC
January 11, 2024 at 03:07PM;Seven Nation Army;The White Stripes;3dPQuX8Gs42Y7b454ybpMR;https://open.spotify.com/track/3dPQuX8Gs42Y7b454ybpMR
January 11, 2024 at 03:11PM;Torn;Neck Deep;55SMBnlZaMebqCYUkFU2dT;https://open.spotify.com/track/55SMBnlZaMebqCYUkFU2dT
January 11, 2024 at 03:14PM;Share Your Address;Ben Platt;74IgSPXYXx7v95NpCzGgsW;https://open.spotify.com/track/74IgSPXYXx7v95NpCzGgsW
January 11, 2024 at 03:40PM;Clairvoyant;The Story So Far;0nMOZnZA4GnipZXswSmCS6;https://open.spotify.com/track/0nMOZnZA4GnipZXswSmCS6
January 11, 2024 at 03:43PM;Wait for Me;André De Shields;1dARoUpgYHvx33Qp8dawsZ;https://open.spotify.com/track/1dARoUpgYHvx33Qp8dawsZ
January 11, 2024 at 03:47PM;Vice;Miranda Lambert;4Qtw0HNKSbIRT5sWUnbRXc;https://open.spotify.com/track/4Qtw0HNKSbIRT5sWUnbRXc
January 11, 2024 at 03:50PM;Willow;Reneé Rapp;2XAkMpygJilfoQBV9dx0rH;https://open.spotify.com/track/2XAkMpygJilfoQBV9dx0rH
January 11, 2024 at 03:55PM;If It Makes You Happy;Sheryl Crow;5XrfFo0JFOnWD9ZMNXGkQh;https://open.spotify.com/track/5XrfFo0JFOnWD9ZMNXGkQh
January 11, 2024 at 03:59PM;In The Kitchen;Reneé Rapp;2VFetGqLYq0Pc8ZtRYCaeL;https://open.spotify.com/track/2VFetGqLYq0Pc8ZtRYCaeL
January 11, 2024 at 04:03PM;Till Forever Falls Apart;Ashe;4x5YzxjrF9wvIIXJV7TveC;https://open.spotify.com/track/4x5YzxjrF9wvIIXJV7TveC
January 11, 2024 at 04:07PM;Jar of Hearts;Christina Perri;0HZhYMZOcUzZKSFwPOti6m;https://open.spotify.com/track/0HZhYMZOcUzZKSFwPOti6m
January 11, 2024 at 04:10PM;Stick Season;Noah Kahan;0mflMxspEfB0VbI1kyLiAv;https://open.spotify.com/track/0mflMxspEfB0VbI1kyLiAv
January 11, 2024 at 04:14PM;Lovebug;Jonas Brothers;3F8xLc6T4VvKH7I6wqVAN2;https://open.spotify.com/track/3F8xLc6T4VvKH7I6wqVAN2
January 11, 2024 at 04:16PM;Boss Bitch;Doja Cat;78qd8dvwea0Gosb6Fe6j3k;https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
January 11, 2024 at 04:20PM;Knock Knock;Mac Miller;46wojTgyEs6lbgaWB6yIuz;https://open.spotify.com/track/46wojTgyEs6lbgaWB6yIuz
January 11, 2024 at 04:21PM;Everything To Everyone (Intro);Reneé Rapp;21Uc575UbMARrDbyOYG4w8;https://open.spotify.com/track/21Uc575UbMARrDbyOYG4w8
January 11, 2024 at 04:23PM;Gemini Moon;Reneé Rapp;5125gTidGz2jJSSDpUvdMt;https://open.spotify.com/track/5125gTidGz2jJSSDpUvdMt
January 11, 2024 at 04:27PM;i;Kendrick Lamar;7wdzLe2Gsx1RGqbvYZHASz;https://open.spotify.com/track/7wdzLe2Gsx1RGqbvYZHASz
January 11, 2024 at 04:36PM;Snow Angel;Reneé Rapp;6skUuqrKMQIjjo75hWGAvQ;https://open.spotify.com/track/6skUuqrKMQIjjo75hWGAvQ
January 11, 2024 at 04:39PM;Don't Tell My Mom;Reneé Rapp;1Ip2m42GTwiaG20hW7dtuZ;https://open.spotify.com/track/1Ip2m42GTwiaG20hW7dtuZ
January 11, 2024 at 04:42PM;Liability;Lorde;6Kkt27YmFyIFrcX3QXFi2o;https://open.spotify.com/track/6Kkt27YmFyIFrcX3QXFi2o
January 11, 2024 at 04:46PM;Thank God for Girls;Weezer;5uywMR3hTeVPoWaFDSliJb;https://open.spotify.com/track/5uywMR3hTeVPoWaFDSliJb
January 11, 2024 at 05:24PM;You're Gonna Go Far, Kid;The Offspring;6TfBA04WJ3X1d1wXhaCFVT;https://open.spotify.com/track/6TfBA04WJ3X1d1wXhaCFVT
January 11, 2024 at 05:29PM;Dang! (feat. Anderson .Paak);Mac Miller;5iUQMwxUPdJBFeGkePtM66;https://open.spotify.com/track/5iUQMwxUPdJBFeGkePtM66
January 11, 2024 at 05:33PM;Calm Down (with Selena Gomez);Rema;1s7oOCT8vauUh01PbJD6ps;https://open.spotify.com/track/1s7oOCT8vauUh01PbJD6ps
January 11, 2024 at 05:37PM;Not Strong Enough;boygenius;09DR0sHnQUhHOiSNttc1mv;https://open.spotify.com/track/09DR0sHnQUhHOiSNttc1mv
January 11, 2024 at 05:41PM;Skinny Love;Bon Iver;3B3eOgLJSqPEA0RfboIQVM;https://open.spotify.com/track/3B3eOgLJSqPEA0RfboIQVM
January 11, 2024 at 05:44PM;Gives You Hell;The All-American Rejects;6ihL9TjfRjadfEePzXXyVF;https://open.spotify.com/track/6ihL9TjfRjadfEePzXXyVF
January 11, 2024 at 05:55PM;Woman (feat. The Dap-Kings Horns);Kesha;1kJtfldK9F7XmsSiSNlbth;https://open.spotify.com/track/1kJtfldK9F7XmsSiSNlbth
January 11, 2024 at 07:31PM;Rush;Troye Sivan;4ZnkygoWLzcGbQYCm3lkae;https://open.spotify.com/track/4ZnkygoWLzcGbQYCm3lkae
January 12, 2024 at 09:46AM;Dance The Night - From Barbie The Album;Dua Lipa;1vYXt7VSjH9JIM5oRRo7vA;https://open.spotify.com/track/1vYXt7VSjH9JIM5oRRo7vA
January 12, 2024 at 09:48AM;Bruises;Reneé Rapp;5kUqU9uLc98ndpJiqieN8K;https://open.spotify.com/track/5kUqU9uLc98ndpJiqieN8K
January 12, 2024 at 09:51AM;The Wedding Song;Reneé Rapp;3UNTCTqSGhVaaMQvBty1q6;https://open.spotify.com/track/3UNTCTqSGhVaaMQvBty1q6
January 12, 2024 at 09:53AM;W.I.T.C.H.;Devon Cole;5XemvyG79fcKPl5lgbhplq;https://open.spotify.com/track/5XemvyG79fcKPl5lgbhplq
January 12, 2024 at 10:10AM;Calling Card;ella jane;354WgOJnFIibRLOVwZZaxK;https://open.spotify.com/track/354WgOJnFIibRLOVwZZaxK
January 12, 2024 at 10:14AM;Take Me or Leave Me;Idina Menzel;0E1NL6gkv5aQKGNjJfBE3A;https://open.spotify.com/track/0E1NL6gkv5aQKGNjJfBE3A
January 12, 2024 at 10:19AM;Neighborhood #1 (Tunnels);Arcade Fire;0WZZJ0mDKIkLfL0710ssZt;https://open.spotify.com/track/0WZZJ0mDKIkLfL0710ssZt
January 12, 2024 at 10:22AM;Tattoos;Reneé Rapp;4JbUI6AoGibHGsHN77aSws;https://open.spotify.com/track/4JbUI6AoGibHGsHN77aSws
January 12, 2024 at 10:26AM;Traveling Alone;Jason Isbell;65oAtBPpdlrKtVCIioBsiT;https://open.spotify.com/track/65oAtBPpdlrKtVCIioBsiT
January 12, 2024 at 01:10PM;Oh My God;Adele;3Kkjo3cT83cw09VJyrLNwX;https://open.spotify.com/track/3Kkjo3cT83cw09VJyrLNwX
January 12, 2024 at 01:14PM;Favorite Liar;The Wrecks;1scwknKtBQpreYy6MSoJqJ;https://open.spotify.com/track/1scwknKtBQpreYy6MSoJqJ
January 12, 2024 at 01:17PM;Long Train Runnin';The Doobie Brothers;4nXkbcTj3nyww1cHkw5RAP;https://open.spotify.com/track/4nXkbcTj3nyww1cHkw5RAP
January 12, 2024 at 01:23PM;Murder On The Dancefloor;Sophie Ellis-Bextor;4tKGFmENO69tZR9ahgZu48;https://open.spotify.com/track/4tKGFmENO69tZR9ahgZu48
January 12, 2024 at 01:26PM;Super Graphic Ultra Modern Girl;Chappell Roan;1rNSCrsOoWyhKH4g47mehU;https://open.spotify.com/track/1rNSCrsOoWyhKH4g47mehU
January 12, 2024 at 01:29PM;i can't get my shit together;Baby Queen;7vhtylsJfH53CUmns6bJ5Q;https://open.spotify.com/track/7vhtylsJfH53CUmns6bJ5Q
January 12, 2024 at 01:34PM;ballad of a homeschooled girl;Olivia Rodrigo;5sp71CUt0jXRNqHblPGp7b;https://open.spotify.com/track/5sp71CUt0jXRNqHblPGp7b
January 12, 2024 at 01:37PM;My Kink Is Karma;Chappell Roan;32fSZSbxeVoiZShMQKLc6Z;https://open.spotify.com/track/32fSZSbxeVoiZShMQKLc6Z
January 12, 2024 at 01:40PM;Not My Fault (with Megan Thee Stallion);Reneé Rapp;37kP0yUo66nRnFHtC5rV1M;https://open.spotify.com/track/37kP0yUo66nRnFHtC5rV1M
January 12, 2024 at 01:44PM;Femininomenon;Chappell Roan;53IRnAWx13PYmoVYtemUBS;https://open.spotify.com/track/53IRnAWx13PYmoVYtemUBS
January 12, 2024 at 02:55PM;You First (Re: Remi Wolf);Paramore;4w34xOG4R20bcijSufbq8l;https://open.spotify.com/track/4w34xOG4R20bcijSufbq8l
January 12, 2024 at 04:11PM;Blossom;Coletta;1aq2AYB2gRJGI52ZywKmsl;https://open.spotify.com/track/1aq2AYB2gRJGI52ZywKmsl
January 13, 2024 at 12:38PM;Another Man's Jeans;Ashe;1WnUPxIwo0IqzwbEwNvz38;https://open.spotify.com/track/1WnUPxIwo0IqzwbEwNvz38
January 13, 2024 at 12:58PM;Baby Blue;Luke Hemmings;4FSIfpGQEdJsLXIbufqvOo;https://open.spotify.com/track/4FSIfpGQEdJsLXIbufqvOo
January 13, 2024 at 01:01PM;Calling Card;ella jane;354WgOJnFIibRLOVwZZaxK;https://open.spotify.com/track/354WgOJnFIibRLOVwZZaxK
January 13, 2024 at 01:04PM;W.I.T.C.H.;Devon Cole;5XemvyG79fcKPl5lgbhplq;https://open.spotify.com/track/5XemvyG79fcKPl5lgbhplq
January 13, 2024 at 01:08PM;Talk It Up;Sammy Rae & The Friends;7FQCZ5i5bmQ76LoGHyVcX0;https://open.spotify.com/track/7FQCZ5i5bmQ76LoGHyVcX0
January 13, 2024 at 01:56PM;A Thousand Miles;Vanessa Carlton;4w1lzcaoZ1IC2K5TwjalRP;https://open.spotify.com/track/4w1lzcaoZ1IC2K5TwjalRP
January 13, 2024 at 02:01PM;I Love It (feat. Charli XCX);Icona Pop;6HZ9VeI5IRFCNQLXhpF4bq;https://open.spotify.com/track/6HZ9VeI5IRFCNQLXhpF4bq
January 13, 2024 at 02:07PM;The One That Got Away;Katy Perry;6hkOqJ5mE093AQf2lbZnsG;https://open.spotify.com/track/6hkOqJ5mE093AQf2lbZnsG
January 13, 2024 at 02:11PM;Gives You Hell;The All-American Rejects;6ihL9TjfRjadfEePzXXyVF;https://open.spotify.com/track/6ihL9TjfRjadfEePzXXyVF
January 13, 2024 at 02:14PM;Lovefool;The Cardigans;7aQjPecQdIuNd1sz3KCDhD;https://open.spotify.com/track/7aQjPecQdIuNd1sz3KCDhD
January 13, 2024 at 03:29PM;Big Yellow Taxi;Counting Crows;4O4dhPrjcw7GSLNafNydmb;https://open.spotify.com/track/4O4dhPrjcw7GSLNafNydmb
January 13, 2024 at 03:33PM;Still into You;Paramore;1yjY7rpaAQvKwpdUliHx0d;https://open.spotify.com/track/1yjY7rpaAQvKwpdUliHx0d
January 13, 2024 at 03:36PM;I Kissed A Girl;Katy Perry;005lwxGU1tms6HGELIcUv9;https://open.spotify.com/track/005lwxGU1tms6HGELIcUv9
January 13, 2024 at 03:39PM;Who Knew;P!nk;2hns6Dv29Yrg68AVTJiAyA;https://open.spotify.com/track/2hns6Dv29Yrg68AVTJiAyA
January 13, 2024 at 03:45PM;Rumour Has It / Someone Like You;Glee Cast;5iYUt3rsgrGFU0nugdhYwj;https://open.spotify.com/track/5iYUt3rsgrGFU0nugdhYwj
January 13, 2024 at 03:49PM;River Deep, Mountain High;Glee Cast;6w8tGzTSdZKkKG4IWh1n6h;https://open.spotify.com/track/6w8tGzTSdZKkKG4IWh1n6h
January 13, 2024 at 03:52PM;Vienna;Ben Platt;2e99VkUhB9ydNPYdfbNxCx;https://open.spotify.com/track/2e99VkUhB9ydNPYdfbNxCx
January 13, 2024 at 03:56PM;Potential Breakup Song;Aly & AJ;11dxtPJKR4E0wlSr0A0t47;https://open.spotify.com/track/11dxtPJKR4E0wlSr0A0t47
January 13, 2024 at 06:52PM;Paradise By The Dashboard Light (Glee Cast Version);Glee Cast;4iebGeLxEyORjnRQFhQkcM;https://open.spotify.com/track/4iebGeLxEyORjnRQFhQkcM
January 14, 2024 at 01:40PM;If I Die Young;The Band Perry;4u26EevCNXMhlvE1xFBJwX;https://open.spotify.com/track/4u26EevCNXMhlvE1xFBJwX
January 14, 2024 at 01:44PM;Girl Crush;Little Big Town;11qh54D0PKkBwelpDxxiEU;https://open.spotify.com/track/11qh54D0PKkBwelpDxxiEU
January 14, 2024 at 01:54PM;Mean;Taylor Swift;5yEPktRqvIhko5QFF3aBhQ;https://open.spotify.com/track/5yEPktRqvIhko5QFF3aBhQ
January 14, 2024 at 02:05PM;Vice;Miranda Lambert;4Qtw0HNKSbIRT5sWUnbRXc;https://open.spotify.com/track/4Qtw0HNKSbIRT5sWUnbRXc
January 14, 2024 at 02:40PM;Need You Now;Lady A;11EX5yhxr9Ihl3IN1asrfK;https://open.spotify.com/track/11EX5yhxr9Ihl3IN1asrfK
January 14, 2024 at 02:46PM;Everybody's Got Somebody but Me (feat. Jason Mraz) - Encore;Hunter Hayes;0spRhrdp5a0qHBzcYwtFIX;https://open.spotify.com/track/0spRhrdp5a0qHBzcYwtFIX
January 14, 2024 at 03:36PM;Everywhere;Michelle Branch;1u0l8zWpQeMYStFkc2mLD7;https://open.spotify.com/track/1u0l8zWpQeMYStFkc2mLD7
January 14, 2024 at 03:38PM;My Own Worst Enemy;Lit;33iv3wnGMrrDugd7GBso1z;https://open.spotify.com/track/33iv3wnGMrrDugd7GBso1z
January 14, 2024 at 04:11PM;Just A Girl;No Doubt;5lWRaa0fBxDE5yU91npPq7;https://open.spotify.com/track/5lWRaa0fBxDE5yU91npPq7
January 14, 2024 at 04:23PM;Misery Business;Paramore;6SpLc7EXZIPpy0sVko0aoU;https://open.spotify.com/track/6SpLc7EXZIPpy0sVko0aoU
January 14, 2024 at 04:27PM;Are You Happy Now?;Michelle Branch;5B7XIcS5T76NJZFOHX30Io;https://open.spotify.com/track/5B7XIcS5T76NJZFOHX30Io
